date,pressure,temperature,wind,hour
2010-04-09,1016.9,6.2,3.3,06
2010-04-09,1017.1,6.7,3.4,07
2010-04-09,1017.3,7.7,3.6,08
2010-04-09,1017.4,8.7,3.8,09
2010-04-09,1017.5,9.7,4.0,10
2010-04-09,1017.4,10.6,4.2,11
2010-04-09,1017.2,11.4,4.3,12
2010-04-09,1017.0,12.1,4.5,13
2010-04-09,1016.8,12.5,4.6,14
2010-04-09,1016.5,12.7,4.6,15
2010-04-09,1016.3,12.5,4.6,16
2010-04-09,1016.2,12.1,4.3,17
2010-04-09,1016.1,11.3,4.1,18
2010-04-09,1016.1,10.2,3.8,19
2010-04-09,1016.5,9.5,3.7,20
2010-04-09,1016.7,9.0,3.7,21
2010-04-09,1016.7,8.5,3.7,22
2010-04-09,1016.8,8.1,3.6,23
2010-04-10,1016.8,7.8,3.4,00
2010-04-10,1016.8,7.3,3.4,01
2010-04-10,1016.7,7.0,3.3,02
2010-04-10,1016.6,6.7,3.2,03
2010-04-10,1016.7,6.6,3.3,04
2010-04-10,1016.7,6.3,3.2,05
2010-04-10,1016.8,6.3,3.3,06
2010-04-10,1017.1,6.9,3.4,07
2010-04-10,1017.3,7.8,3.6,08
2010-04-10,1017.3,8.8,3.8,09
2010-04-10,1017.5,9.8,4.0,10
2010-04-10,1017.4,10.7,4.2,11
2010-04-10,1017.2,11.5,4.3,12
2010-04-10,1017.0,12.1,4.5,13
2010-04-10,1016.8,12.6,4.6,14
2010-04-10,1016.5,12.8,4.6,15
2010-04-10,1016.3,12.6,4.6,16
2010-04-10,1016.2,12.2,4.3,17
2010-04-10,1016.1,11.4,4.1,18
2010-04-10,1016.2,10.3,3.8,19
2010-04-10,1016.5,9.6,3.7,20
2010-04-10,1016.8,9.1,3.6,21
2010-04-10,1016.8,8.6,3.7,22
2010-04-10,1016.9,8.2,3.5,23
2010-04-11,1016.8,7.9,3.4,00
2010-04-11,1016.9,7.4,3.4,01
2010-04-11,1016.8,7.1,3.2,02
2010-04-11,1016.8,6.8,3.1,03
2010-04-11,1016.8,6.6,3.3,04
2010-04-11,1016.9,6.3,3.2,05
2010-04-11,1017.0,6.4,3.3,06
2010-04-11,1017.3,6.9,3.4,07
2010-04-11,1017.5,7.9,3.6,08
2010-04-11,1017.5,8.9,3.7,09
2010-04-11,1017.7,9.9,4.0,10
2010-04-11,1017.6,10.8,4.1,11
2010-04-11,1017.4,11.7,4.3,12
2010-04-11,1017.2,12.3,4.4,13
2010-04-11,1016.9,12.8,4.6,14
2010-04-11,1016.6,12.9,4.6,15
2010-04-11,1016.4,12.8,4.6,16
2010-04-11,1016.4,12.4,4.3,17
2010-04-11,1016.3,11.6,4.1,18
2010-04-11,1016.3,10.4,3.8,19
2010-04-11,1016.7,9.7,3.6,20
2010-04-11,1016.9,9.2,3.6,21
2010-04-11,1016.9,8.7,3.7,22
2010-04-11,1017.0,8.3,3.5,23
2010-04-12,1016.8,8.0,3.4,00
2010-04-12,1017.0,7.5,3.3,01
2010-04-12,1016.9,7.2,3.2,02
2010-04-12,1016.9,6.9,3.1,03
2010-04-12,1016.9,6.7,3.2,04
2010-04-12,1016.9,6.4,3.1,05
2010-04-12,1017.1,6.4,3.3,06
2010-04-12,1017.3,7.1,3.4,07
2010-04-12,1017.5,8.0,3.5,08
2010-04-12,1017.6,9.1,3.7,09
2010-04-12,1017.7,10.1,4.0,10
2010-04-12,1017.6,10.9,4.1,11
2010-04-12,1017.4,11.8,4.3,12
2010-04-12,1017.1,12.4,4.4,13
2010-04-12,1016.9,12.9,4.5,14
2010-04-12,1016.6,13.1,4.5,15
2010-04-12,1016.4,12.9,4.5,16
2010-04-12,1016.3,12.6,4.2,17
2010-04-12,1016.2,11.8,4.0,18
2010-04-12,1016.3,10.6,3.8,19
2010-04-12,1016.6,9.8,3.6,20
2010-04-12,1016.9,9.3,3.6,21
2010-04-12,1016.9,8.8,3.7,22
2010-04-12,1016.9,8.4,3.5,23
2010-04-13,1016.7,8.1,3.4,00
2010-04-13,1016.9,7.6,3.3,01
2010-04-13,1016.9,7.3,3.1,02
2010-04-13,1016.9,7.0,3.1,03
2010-04-13,1016.9,6.8,3.2,04
2010-04-13,1016.9,6.5,3.1,05
2010-04-13,1017.1,6.6,3.2,06
2010-04-13,1017.4,7.2,3.3,07
2010-04-13,1017.5,8.2,3.5,08
2010-04-13,1017.6,9.2,3.7,09
2010-04-13,1017.7,10.2,3.9,10
2010-04-13,1017.6,11.1,4.1,11
2010-04-13,1017.4,11.9,4.2,12
2010-04-13,1017.2,12.6,4.4,13
2010-04-13,1016.9,13.1,4.4,14
2010-04-13,1016.6,13.3,4.5,15
2010-04-13,1016.5,13.1,4.5,16
2010-04-13,1016.4,12.7,4.2,17
2010-04-13,1016.3,11.9,4.0,18
2010-04-13,1016.3,10.8,3.7,19
2010-04-13,1016.7,10.0,3.5,20
2010-04-13,1016.9,9.4,3.6,21
2010-04-13,1017.0,8.9,3.6,22
2010-04-13,1017.0,8.5,3.4,23
2010-04-14,1016.9,8.2,3.3,00
2010-04-14,1017.0,7.7,3.3,01
2010-04-14,1017.0,7.4,3.1,02
2010-04-14,1017.0,7.1,3.1,03
2010-04-14,1017.0,6.8,3.1,04
2010-04-14,1017.0,6.6,3.0,05
2010-04-14,1017.2,6.7,3.1,06
2010-04-14,1017.4,7.3,3.3,07
2010-04-14,1017.6,8.3,3.5,08
2010-04-14,1017.6,9.3,3.6,09
2010-04-14,1017.8,10.3,3.9,10
2010-04-14,1017.7,11.2,4.0,11
2010-04-14,1017.4,12.0,4.2,12
2010-04-14,1017.2,12.7,4.4,13
2010-04-14,1017.0,13.2,4.4,14
2010-04-14,1016.7,13.3,4.5,15
2010-04-14,1016.5,13.2,4.4,16
2010-04-14,1016.4,12.8,4.2,17
2010-04-14,1016.3,12.0,4.0,18
2010-04-14,1016.3,10.9,3.7,19
2010-04-14,1016.7,10.1,3.5,20
2010-04-14,1016.9,9.5,3.5,21
2010-04-14,1017.0,9.0,3.6,22
2010-04-14,1017.0,8.6,3.4,23
2010-04-15,1016.8,8.3,3.3,00
2010-04-15,1017.0,7.8,3.3,01
2010-04-15,1016.9,7.4,3.1,02
2010-04-15,1017.0,7.2,3.0,03
2010-04-15,1017.0,6.9,3.0,04
2010-04-15,1017.0,6.7,3.0,05
2010-04-15,1017.2,6.7,3.1,06
2010-04-15,1017.4,7.4,3.3,07
2010-04-15,1017.6,8.3,3.4,08
2010-04-15,1017.6,9.4,3.7,09
2010-04-15,1017.7,10.4,3.9,10
2010-04-15,1017.6,11.3,4.0,11
2010-04-15,1017.4,12.1,4.2,12
2010-04-15,1017.2,12.8,4.3,13
2010-04-15,1016.9,13.3,4.4,14
2010-04-15,1016.6,13.4,4.5,15
2010-04-15,1016.4,13.3,4.5,16
2010-04-15,1016.4,12.9,4.2,17
2010-04-15,1016.3,12.1,4.0,18
2010-04-15,1016.3,10.9,3.6,19
2010-04-15,1016.6,10.1,3.5,20
2010-04-15,1016.9,9.6,3.5,21
2010-04-15,1016.9,9.1,3.5,22
2010-04-15,1016.9,8.6,3.4,23
2010-04-16,1016.7,8.4,3.3,00
2010-04-16,1017.0,7.8,3.2,01
2010-04-16,1016.9,7.5,3.1,02
2010-04-16,1016.9,7.2,3.0,03
2010-04-16,1016.9,6.9,3.0,04
2010-04-16,1016.9,6.7,3.0,05
2010-04-16,1017.1,6.8,3.1,06
2010-04-16,1017.4,7.5,3.3,07
2010-04-16,1017.5,8.4,3.4,08
2010-04-16,1017.6,9.5,3.6,09
2010-04-16,1017.7,10.4,3.9,10
2010-04-16,1017.5,11.3,4.0,11
2010-04-16,1017.3,12.2,4.2,12
2010-04-16,1017.1,12.8,4.3,13
2010-04-16,1016.8,13.4,4.4,14
2010-04-16,1016.5,13.5,4.5,15
2010-04-16,1016.3,13.4,4.5,16
2010-04-16,1016.3,13.0,4.3,17
2010-04-16,1016.2,12.2,4.0,18
2010-04-16,1016.2,11.1,3.7,19
2010-04-16,1016.6,10.2,3.5,20
2010-04-16,1016.8,9.7,3.5,21
2010-04-16,1016.9,9.2,3.6,22
2010-04-16,1016.9,8.7,3.4,23
2010-04-17,1016.6,8.5,3.3,00
2010-04-17,1016.9,7.9,3.2,01
2010-04-17,1016.8,7.6,3.1,02
2010-04-17,1016.9,7.3,3.0,03
2010-04-17,1016.9,7.0,3.1,04
2010-04-17,1016.9,6.8,3.0,05
2010-04-17,1017.1,6.9,3.1,06
2010-04-17,1017.4,7.6,3.3,07
2010-04-17,1017.5,8.6,3.5,08
2010-04-17,1017.6,9.6,3.7,09
2010-04-17,1017.6,10.6,3.9,10
2010-04-17,1017.5,11.4,4.0,11
2010-04-17,1017.3,12.3,4.2,12
2010-04-17,1017.0,12.9,4.4,13
2010-04-17,1016.8,13.4,4.5,14
2010-04-17,1016.5,13.6,4.5,15
2010-04-17,1016.3,13.5,4.5,16
2010-04-17,1016.3,13.1,4.3,17
2010-04-17,1016.2,12.3,4.0,18
2010-04-17,1016.2,11.2,3.7,19
2010-04-17,1016.6,10.3,3.5,20
2010-04-17,1016.8,9.7,3.5,21
2010-04-17,1016.9,9.2,3.6,22
2010-04-17,1016.9,8.8,3.4,23
2010-04-18,1016.6,8.5,3.3,00
2010-04-18,1017.0,7.9,3.2,01
2010-04-18,1016.9,7.6,3.1,02
2010-04-18,1016.9,7.3,3.1,03
2010-04-18,1017.0,7.0,3.1,04
2010-04-18,1017.0,6.8,3.1,05
2010-04-18,1017.2,6.9,3.1,06
2010-04-18,1017.5,7.7,3.3,07
2010-04-18,1017.6,8.6,3.5,08
2010-04-18,1017.7,9.6,3.7,09
2010-04-18,1017.7,10.6,4.0,10
2010-04-18,1017.6,11.6,4.1,11
2010-04-18,1017.4,12.4,4.2,12
2010-04-18,1017.1,13.1,4.4,13
2010-04-18,1016.9,13.6,4.5,14
2010-04-18,1016.6,13.7,4.5,15
2010-04-18,1016.4,13.6,4.5,16
2010-04-18,1016.4,13.2,4.3,17
2010-04-18,1016.3,12.4,4.0,18
2010-04-18,1016.3,11.3,3.7,19
2010-04-18,1016.7,10.4,3.5,20
2010-04-18,1016.9,9.8,3.5,21
2010-04-18,1017.0,9.3,3.6,22
2010-04-18,1017.0,8.8,3.4,23
2010-04-19,1016.7,8.6,3.3,00
2010-04-19,1017.1,8.0,3.2,01
2010-04-19,1017.0,7.7,3.1,02
2010-04-19,1017.1,7.4,3.1,03
2010-04-19,1017.1,7.1,3.0,04
2010-04-19,1017.2,6.9,3.0,05
2010-04-19,1017.3,7.0,3.2,06
2010-04-19,1017.6,7.8,3.3,07
2010-04-19,1017.7,8.7,3.5,08
2010-04-19,1017.8,9.7,3.7,09
2010-04-19,1017.9,10.7,4.0,10
2010-04-19,1017.8,11.6,4.1,11
2010-04-19,1017.5,12.5,4.2,12
2010-04-19,1017.3,13.1,4.3,13
2010-04-19,1017.0,13.7,4.5,14
2010-04-19,1016.8,13.8,4.5,15
2010-04-19,1016.5,13.7,4.5,16
2010-04-19,1016.5,13.3,4.3,17
2010-04-19,1016.4,12.6,4.0,18
2010-04-19,1016.4,11.4,3.7,19
2010-04-19,1016.8,10.6,3.5,20
2010-04-19,1017.1,9.9,3.5,21
2010-04-19,1017.1,9.4,3.5,22
2010-04-19,1017.1,8.9,3.4,23
2010-04-20,1016.8,8.7,3.3,00
2010-04-20,1017.2,8.1,3.1,01
2010-04-20,1017.1,7.8,3.0,02
2010-04-20,1017.2,7.5,3.0,03
2010-04-20,1017.2,7.2,3.0,04
2010-04-20,1017.2,6.9,3.0,05
2010-04-20,1017.4,7.1,3.1,06
2010-04-20,1017.7,7.9,3.2,07
2010-04-20,1017.8,8.8,3.5,08
2010-04-20,1017.9,9.9,3.7,09
2010-04-20,1017.9,10.8,3.9,10
2010-04-20,1017.8,11.8,4.1,11
2010-04-20,1017.5,12.6,4.2,12
2010-04-20,1017.3,13.3,4.3,13
2010-04-20,1017.1,13.8,4.4,14
2010-04-20,1016.8,13.9,4.5,15
2010-04-20,1016.6,13.8,4.5,16
2010-04-20,1016.5,13.4,4.3,17
2010-04-20,1016.4,12.7,4.0,18
2010-04-20,1016.4,11.5,3.7,19
2010-04-20,1016.8,10.6,3.5,20
2010-04-20,1017.1,10.0,3.6,21
2010-04-20,1017.1,9.5,3.5,22
2010-04-20,1017.1,9.0,3.4,23
2010-04-21,1016.9,8.7,3.3,00
2010-04-21,1017.2,8.2,3.1,01
2010-04-21,1017.1,7.8,3.1,02
2010-04-21,1017.2,7.6,3.1,03
2010-04-21,1017.2,7.3,3.0,04
2010-04-21,1017.2,7.1,3.0,05
2010-04-21,1017.4,7.2,3.1,06
2010-04-21,1017.7,8.0,3.2,07
2010-04-21,1017.8,8.9,3.5,08
2010-04-21,1017.9,10.0,3.7,09
2010-04-21,1017.9,10.9,3.9,10
2010-04-21,1017.8,11.9,4.0,11
2010-04-21,1017.6,12.7,4.2,12
2010-04-21,1017.3,13.4,4.3,13
2010-04-21,1017.1,14.0,4.5,14
2010-04-21,1016.8,14.1,4.5,15
2010-04-21,1016.6,13.9,4.5,16
2010-04-21,1016.6,13.6,4.3,17
2010-04-21,1016.5,12.9,4.0,18
2010-04-21,1016.5,11.7,3.7,19
2010-04-21,1016.9,10.8,3.5,20
2010-04-21,1017.2,10.2,3.5,21
2010-04-21,1017.2,9.6,3.5,22
2010-04-21,1017.2,9.1,3.4,23
2010-04-22,1016.9,8.8,3.3,00
2010-04-22,1017.3,8.3,3.1,01
2010-04-22,1017.2,7.9,3.0,02
2010-04-22,1017.3,7.7,3.0,03
2010-04-22,1017.3,7.4,2.9,04
2010-04-22,1017.3,7.2,3.0,05
2010-04-22,1017.5,7.4,3.1,06
2010-04-22,1017.8,8.1,3.2,07
2010-04-22,1017.9,9.1,3.5,08
2010-04-22,1018.0,10.1,3.7,09
2010-04-22,1018.0,11.1,3.9,10
2010-04-22,1017.9,12.0,4.1,11
2010-04-22,1017.7,12.9,4.2,12
2010-04-22,1017.4,13.5,4.3,13
2010-04-22,1017.2,14.1,4.5,14
2010-04-22,1017.0,14.2,4.5,15
2010-04-22,1016.8,14.1,4.5,16
2010-04-22,1016.7,13.7,4.3,17
2010-04-22,1016.6,13.0,4.0,18
2010-04-22,1016.7,11.8,3.6,19
2010-04-22,1017.0,10.9,3.5,20
2010-04-22,1017.3,10.2,3.5,21
2010-04-22,1017.4,9.7,3.5,22
2010-04-22,1017.4,9.2,3.4,23
2010-04-23,1017.1,8.8,3.3,00
2010-04-23,1017.5,8.3,3.1,01
2010-04-23,1017.4,8.0,3.0,02
2010-04-23,1017.5,7.7,3.0,03
2010-04-23,1017.5,7.4,2.9,04
2010-04-23,1017.5,7.2,3.0,05
2010-04-23,1017.7,7.4,3.1,06
2010-04-23,1018.0,8.2,3.2,07
2010-04-23,1018.1,9.2,3.5,08
2010-04-23,1018.1,10.2,3.7,09
2010-04-23,1018.2,11.2,3.9,10
2010-04-23,1018.1,12.2,4.0,11
2010-04-23,1017.8,13.0,4.2,12
2010-04-23,1017.6,13.7,4.3,13
2010-04-23,1017.4,14.2,4.5,14
2010-04-23,1017.1,14.3,4.5,15
2010-04-23,1016.9,14.2,4.4,16
2010-04-23,1016.8,13.8,4.2,17
2010-04-23,1016.7,13.1,4.0,18
2010-04-23,1016.8,11.9,3.6,19
2010-04-23,1017.2,10.9,3.5,20
2010-04-23,1017.5,10.3,3.5,21
2010-04-23,1017.5,9.7,3.5,22
2010-04-23,1017.5,9.2,3.4,23
2010-04-24,1017.2,8.9,3.4,00
2010-04-24,1017.6,8.3,3.1,01
2010-04-24,1017.6,8.0,3.0,02
2010-04-24,1017.6,7.7,3.0,03
2010-04-24,1017.7,7.4,2.9,04
2010-04-24,1017.7,7.3,3.0,05
2010-04-24,1017.9,7.4,3.0,06
2010-04-24,1018.1,8.3,3.2,07
2010-04-24,1018.2,9.3,3.5,08
2010-04-24,1018.3,10.3,3.7,09
2010-04-24,1018.3,11.3,3.9,10
2010-04-24,1018.2,12.2,4.0,11
2010-04-24,1017.9,13.1,4.2,12
2010-04-24,1017.7,13.7,4.3,13
2010-04-24,1017.5,14.3,4.5,14
2010-04-24,1017.2,14.3,4.5,15
2010-04-24,1017.0,14.3,4.4,16
2010-04-24,1016.9,13.9,4.3,17
2010-04-24,1016.8,13.2,4.0,18
2010-04-24,1016.9,12.0,3.7,19
2010-04-24,1017.2,11.0,3.6,20
2010-04-24,1017.5,10.4,3.6,21
2010-04-24,1017.6,9.8,3.5,22
2010-04-24,1017.6,9.3,3.4,23
2010-04-25,1017.4,8.9,3.4,00
2010-04-25,1017.7,8.4,3.1,01
2010-04-25,1017.6,8.1,3.0,02
2010-04-25,1017.7,7.8,3.0,03
2010-04-25,1017.7,7.6,2.9,04
2010-04-25,1017.7,7.3,2.9,05
2010-04-25,1017.9,7.6,3.0,06
2010-04-25,1018.2,8.3,3.2,07
2010-04-25,1018.3,9.3,3.5,08
2010-04-25,1018.3,10.4,3.7,09
2010-04-25,1018.3,11.3,3.9,10
2010-04-25,1018.2,12.3,4.0,11
2010-04-25,1018.0,13.1,4.2,12
2010-04-25,1017.7,13.8,4.3,13
2010-04-25,1017.5,14.3,4.4,14
2010-04-25,1017.2,14.4,4.5,15
2010-04-25,1017.0,14.4,4.5,16
2010-04-25,1016.9,13.9,4.3,17
2010-04-25,1016.8,13.3,4.1,18
2010-04-25,1016.8,12.1,3.8,19
2010-04-25,1017.2,11.1,3.6,20
2010-04-25,1017.5,10.4,3.6,21
2010-04-25,1017.5,9.9,3.5,22
2010-04-25,1017.5,9.4,3.4,23
2010-04-26,1017.4,8.9,3.4,00
2010-04-26,1017.6,8.5,3.1,01
2010-04-26,1017.5,8.2,3.0,02
2010-04-26,1017.6,7.9,3.0,03
2010-04-26,1017.6,7.6,2.9,04
2010-04-26,1017.6,7.4,3.0,05
2010-04-26,1017.8,7.7,3.1,06
2010-04-26,1018.0,8.4,3.3,07
2010-04-26,1018.1,9.4,3.5,08
2010-04-26,1018.2,10.5,3.7,09
2010-04-26,1018.2,11.4,4.0,10
2010-04-26,1018.1,12.4,4.0,11
2010-04-26,1017.9,13.2,4.2,12
2010-04-26,1017.6,13.9,4.3,13
2010-04-26,1017.4,14.4,4.5,14
2010-04-26,1017.1,14.5,4.5,15
2010-04-26,1016.9,14.4,4.5,16
2010-04-26,1016.8,14.1,4.3,17
2010-04-26,1016.7,13.3,4.2,18
2010-04-26,1016.8,12.2,3.8,19
2010-04-26,1017.1,11.1,3.7,20
2010-04-26,1017.4,10.5,3.6,21
2010-04-26,1017.5,9.9,3.5,22
2010-04-26,1017.5,9.4,3.4,23
2010-04-27,1017.3,9.0,3.4,00
2010-04-27,1017.6,8.6,3.2,01
2010-04-27,1017.5,8.2,3.0,02
2010-04-27,1017.5,7.9,3.0,03
2010-04-27,1017.6,7.7,2.9,04
2010-04-27,1017.6,7.6,3.0,05
2010-04-27,1017.8,7.8,3.1,06
2010-04-27,1018.0,8.6,3.3,07
2010-04-27,1018.1,9.6,3.6,08
2010-04-27,1018.2,10.6,3.7,09
2010-04-27,1018.2,11.6,4.0,10
2010-04-27,1018.1,12.5,4.0,11
2010-04-27,1017.8,13.3,4.2,12
2010-04-27,1017.6,14.0,4.3,13
2010-04-27,1017.4,14.5,4.5,14
2010-04-27,1017.1,14.6,4.5,15
2010-04-27,1016.9,14.5,4.6,16
2010-04-27,1016.8,14.1,4.4,17
2010-04-27,1016.7,13.4,4.2,18
2010-04-27,1016.8,12.2,3.8,19
2010-04-27,1017.1,11.2,3.7,20
2010-04-27,1017.4,10.5,3.7,21
2010-04-27,1017.5,10.0,3.6,22
2010-04-27,1017.5,9.5,3.4,23
2010-04-28,1017.3,9.1,3.4,00
2010-04-28,1017.6,8.6,3.2,01
2010-04-28,1017.5,8.3,3.1,02
2010-04-28,1017.6,8.0,3.1,03
2010-04-28,1017.6,7.8,3.0,04
2010-04-28,1017.6,7.6,3.0,05
2010-04-28,1017.8,7.8,3.1,06
2010-04-28,1018.0,8.7,3.3,07
2010-04-28,1018.1,9.6,3.6,08
2010-04-28,1018.2,10.6,3.8,09
2010-04-28,1018.2,11.6,4.0,10
2010-04-28,1018.1,12.6,4.0,11
2010-04-28,1017.9,13.3,4.2,12
2010-04-28,1017.6,14.1,4.4,13
2010-04-28,1017.4,14.5,4.6,14
2010-04-28,1017.2,14.6,4.5,15
2010-04-28,1016.9,14.6,4.5,16
2010-04-28,1016.8,14.2,4.4,17
2010-04-28,1016.7,13.4,4.2,18
2010-04-28,1016.8,12.3,3.9,19
2010-04-28,1017.1,11.2,3.8,20
2010-04-28,1017.5,10.6,3.7,21
2010-04-28,1017.5,10.1,3.6,22
2010-04-28,1017.5,9.6,3.5,23
2010-04-29,1017.4,9.1,3.4,00
2010-04-29,1017.6,8.7,3.2,01
2010-04-29,1017.6,8.3,3.1,02
2010-04-29,1017.6,8.1,3.0,03
2010-04-29,1017.7,7.8,3.0,04
2010-04-29,1017.7,7.7,3.0,05
2010-04-29,1017.9,7.9,3.1,06
2010-04-29,1018.1,8.7,3.3,07
2010-04-29,1018.2,9.7,3.6,08
2010-04-29,1018.2,10.7,3.8,09
2010-04-29,1018.3,11.7,4.0,10
2010-04-29,1018.2,12.7,4.1,11
2010-04-29,1017.9,13.5,4.2,12
2010-04-29,1017.7,14.1,4.4,13
2010-04-29,1017.5,14.6,4.6,14
2010-04-29,1017.2,14.7,4.5,15
2010-04-29,1017.0,14.6,4.5,16
2010-04-29,1016.9,14.3,4.4,17
2010-04-29,1016.8,13.5,4.2,18
2010-04-29,1016.9,12.3,3.9,19
2010-04-29,1017.2,11.3,3.8,20
2010-04-29,1017.6,10.7,3.7,21
2010-04-29,1017.6,10.1,3.7,22
2010-04-29,1017.7,9.6,3.5,23
2010-04-30,1017.4,9.2,3.4,00
2010-04-30,1017.7,8.7,3.2,01
2010-04-30,1017.7,8.4,3.1,02
2010-04-30,1017.7,8.1,3.1,03
2010-04-30,1017.8,7.9,3.0,04
2010-04-30,1017.8,7.7,3.0,05
2010-04-30,1018.0,8.0,3.1,06
2010-04-30,1018.2,8.8,3.3,07
2010-04-30,1018.3,9.8,3.6,08
2010-04-30,1018.3,10.8,3.8,09
2010-04-30,1018.3,11.8,4.1,10
2010-04-30,1018.3,12.8,4.1,11
2010-04-30,1018.0,13.6,4.2,12
2010-04-30,1017.8,14.3,4.4,13
2010-04-30,1017.6,14.7,4.6,14
2010-04-30,1017.4,14.8,4.5,15
2010-04-30,1017.1,14.8,4.5,16
2010-04-30,1017.1,14.4,4.4,17
2010-04-30,1017.0,13.6,4.2,18
2010-04-30,1017.1,12.4,3.9,19
2010-04-30,1017.4,11.4,3.8,20
2010-04-30,1017.7,10.7,3.7,21
2010-04-30,1017.8,10.2,3.7,22
2010-04-30,1017.8,9.7,3.5,23
2010-05-01,1017.6,9.2,3.4,00
2010-05-01,1017.9,8.8,3.2,01
2010-05-01,1017.8,8.4,3.1,02
2010-05-01,1017.9,8.2,3.0,03
2010-05-01,1017.9,7.9,3.0,04
2010-05-01,1018.0,7.8,3.0,05
2010-05-01,1018.2,8.1,3.1,06
2010-05-01,1018.4,8.9,3.3,07
2010-05-01,1018.5,9.9,3.6,08
2010-05-01,1018.5,10.9,3.8,09
2010-05-01,1018.5,11.9,4.0,10
2010-05-01,1018.5,12.8,4.0,11
2010-05-01,1018.2,13.7,4.2,12
2010-05-01,1018.0,14.4,4.4,13
2010-05-01,1017.8,14.8,4.6,14
2010-05-01,1017.6,14.9,4.5,15
2010-05-01,1017.3,14.8,4.4,16
2010-05-01,1017.3,14.5,4.3,17
2010-05-01,1017.2,13.7,4.2,18
2010-05-01,1017.2,12.6,3.8,19
2010-05-01,1017.6,11.5,3.7,20
2010-05-01,1017.9,10.8,3.7,21
2010-05-01,1018.0,10.3,3.6,22
2010-05-01,1018.0,9.8,3.4,23
2010-05-02,1017.7,9.3,3.4,00
2010-05-02,1018.0,8.9,3.1,01
2010-05-02,1017.9,8.6,3.0,02
2010-05-02,1018.0,8.2,3.0,03
2010-05-02,1018.0,8.0,2.9,04
2010-05-02,1018.0,7.8,3.0,05
2010-05-02,1018.2,8.2,3.0,06
2010-05-02,1018.4,9.0,3.2,07
2010-05-02,1018.5,9.9,3.5,08
2010-05-02,1018.5,11.0,3.7,09
2010-05-02,1018.5,11.9,3.9,10
2010-05-02,1018.5,12.9,3.9,11
2010-05-02,1018.2,13.7,4.2,12
2010-05-02,1018.0,14.4,4.3,13
2010-05-02,1017.8,14.8,4.5,14
2010-05-02,1017.6,15.0,4.4,15
2010-05-02,1017.3,14.9,4.4,16
2010-05-02,1017.3,14.6,4.2,17
2010-05-02,1017.2,13.8,4.1,18
2010-05-02,1017.2,12.7,3.8,19
2010-05-02,1017.6,11.6,3.7,20
2010-05-02,1017.9,10.9,3.7,21
2010-05-02,1018.0,10.4,3.6,22
2010-05-02,1018.0,9.9,3.4,23
2010-05-03,1017.8,9.4,3.4,00
2010-05-03,1018.0,9.0,3.1,01
2010-05-03,1017.9,8.7,3.0,02
2010-05-03,1018.0,8.3,3.0,03
2010-05-03,1018.0,8.1,2.9,04
2010-05-03,1018.0,7.9,2.9,05
2010-05-03,1018.2,8.3,3.0,06
2010-05-03,1018.4,9.1,3.2,07
2010-05-03,1018.5,10.1,3.5,08
2010-05-03,1018.5,11.1,3.6,09
2010-05-03,1018.5,12.1,3.8,10
2010-05-03,1018.4,13.0,3.9,11
2010-05-03,1018.2,13.8,4.2,12
2010-05-03,1018.0,14.6,4.3,13
2010-05-03,1017.8,14.9,4.4,14
2010-05-03,1017.5,15.1,4.3,15
2010-05-03,1017.3,15.1,4.3,16
2010-05-03,1017.2,14.7,4.2,17
2010-05-03,1017.1,13.9,4.1,18
2010-05-03,1017.2,12.8,3.8,19
2010-05-03,1017.5,11.7,3.7,20
2010-05-03,1017.8,10.9,3.6,21
2010-05-03,1017.9,10.4,3.6,22
2010-05-03,1017.9,9.9,3.5,23
2010-05-04,1017.7,9.5,3.4,00
2010-05-04,1017.9,9.1,3.1,01
2010-05-04,1017.9,8.7,3.0,02
2010-05-04,1017.9,8.4,3.0,03
2010-05-04,1017.9,8.2,3.0,04
2010-05-04,1018.0,8.1,3.0,05
2010-05-04,1018.1,8.4,3.1,06
2010-05-04,1018.3,9.2,3.2,07
2010-05-04,1018.4,10.2,3.5,08
2010-05-04,1018.5,11.1,3.6,09
2010-05-04,1018.5,12.1,3.8,10
2010-05-04,1018.4,13.1,3.9,11
2010-05-04,1018.2,13.8,4.2,12
2010-05-04,1018.0,14.6,4.3,13
2010-05-04,1017.8,15.0,4.4,14
2010-05-04,1017.5,15.2,4.3,15
2010-05-04,1017.3,15.1,4.3,16
2010-05-04,1017.2,14.7,4.2,17
2010-05-04,1017.1,14.0,4.1,18
2010-05-04,1017.2,12.9,3.8,19
2010-05-04,1017.5,11.7,3.7,20
2010-05-04,1017.9,11.0,3.6,21
2010-05-04,1017.9,10.5,3.6,22
2010-05-04,1017.9,10.0,3.5,23
2010-05-05,1017.7,9.6,3.4,00
2010-05-05,1018.0,9.1,3.1,01
2010-05-05,1017.9,8.8,3.0,02
2010-05-05,1017.9,8.4,3.0,03
2010-05-05,1018.0,8.2,3.0,04
2010-05-05,1018.0,8.1,3.0,05
2010-05-05,1018.2,8.4,3.1,06
2010-05-05,1018.4,9.3,3.2,07
2010-05-05,1018.5,10.2,3.4,08
2010-05-05,1018.5,11.2,3.5,09
2010-05-05,1018.5,12.2,3.8,10
2010-05-05,1018.4,13.1,3.8,11
2010-05-05,1018.2,13.9,4.2,12
2010-05-05,1018.0,14.7,4.2,13
2010-05-05,1017.8,15.1,4.4,14
2010-05-05,1017.6,15.3,4.2,15
2010-05-05,1017.3,15.3,4.3,16
